domain	phylum	class	order	family	genus	species
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	SGST604		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	SGST604		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	L21-RPul-D3		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
